"","env","id","y"
"262","GAH1_2023","PHN11/LH244",130.7204028
"263","GAH1_2023","PHN11_LH145_0085/LH244",19.52078658
"264","GAH1_2023","PHN11_OH43_0075/LH244",87.04840361
"265","GAH1_2023","PHN11_OH43_0088/LH244",76.49712982
"266","GAH1_2023","PHN11_PHG47_0287/LH244",69.79834443
"267","GAH1_2023","PHN11_PHW65_0312/LH244",136.3386227
"268","GAH1_2023","PHP02/LH244",110.3790902
"269","GAH1_2023","PHP55/LH244",161.5346846
"270","GAH1_2023","PHR03/LH244",91.24626472
"271","GAH1_2023","PHW30/LH244",119.1583061
"272","GAH1_2023","PHW30_MO17-129-(2N)-01/LH244",147.8639446
"273","GAH1_2023","PHW30_MO17-234-(2N)-02/LH244",90.96018779
"274","GAH1_2023","TX777/LH195",122.1695492
"275","GAH1_2023","W10001_0003/LH244",81.93479837
"276","GAH1_2023","W10001_0017/LH244",101.4889741
"277","GAH1_2023","W10005_0029/LH244",109.254597
"278","GAH1_2023","W10005_0111/LH244",121.4388533
"279","GAH1_2023","W10005_0220/LH244",159.4241033
"280","GAH1_2023","W10010_0124/LH244",92.56472839
"281","GAH1_2023","W10010_0189/LH244",133.3697136
"282","GAH1_2023","W10010_0337/LH244",112.2019501
"283","GAH1_2023","CG119/CG108",46.12895047
"284","GAH1_2023","CG44/CGR01",75.53769289
"285","GAH1_2023","PHJ40/PHAJ0",30.61902611
"286","IAH1_2023","B14A/OH43",205.0682331
"287","IAH1_2023","B73/MO17",188.7559847
"288","IAH1_2023","B73/PHN82",228.7824749
"289","IAH1_2023","B73/TX779",72.25308344
"290","IAH1_2023","B97/LH244",194.2591365
"291","IAH1_2023","BGEM-0039-N/LH244",139.1615491
"292","IAH1_2023","BGEM-0063-N/LH244",192.320635
"293","IAH1_2023","BGEM-0089-N/LH244",147.6538291
"294","IAH1_2023","DK3IIH6/LH244",213.5196081
"295","IAH1_2023","GEMN-0096_LH212HT_0001/LH244",240.1470532
"296","IAH1_2023","GEMN-0096_LH212HT_0004/LH244",282.5924622
"297","IAH1_2023","GEMN-0096_LH212HT_0005/LH244",231.407174
"298","IAH1_2023","GEMN-0096_LH212HT_0006/LH244",232.8747794
"299","IAH1_2023","GEMN-0096_LH212HT_0009/LH244",214.5560135
"300","IAH1_2023","GEMN-0096_LH212HT_0017/LH244",215.6821245
"301","IAH1_2023","GEMN-0096_PHJ89_0001/LH244",204.728686
"302","IAH1_2023","GEMN-0096_PHJ89_0002/LH244",167.5523485
"303","IAH1_2023","GEMN-0096_PHJ89_0007/LH244",186.195776
"304","IAH1_2023","GEMN-0096_PHJ89_0010/LH244",179.9593475
"305","IAH1_2023","GEMN-0096_PHJ89_0011/LH244",175.9024444
"306","IAH1_2023","GEMN-0096_PHJ89_0012/LH244",196.3447142
"307","IAH1_2023","GEMN-0096_PHJ89_0013/LH244",202.298037
"308","IAH1_2023","GEMN-0096_PHK76_0001/LH244",195.3191263
"309","IAH1_2023","GEMN-0096_PHK76_0004/LH244",169.5682807
"310","IAH1_2023","GEMN-0096_PHK76_0013/LH244",185.1652962
"311","IAH1_2023","GEMN-0096_PHN46_0001/LH244",220.6621987
"312","IAH1_2023","GEMN-0096_PHN46_0003/LH244",225.63696
"313","IAH1_2023","GEMN-0096_PHN46_0004/LH244",218.1755807
"314","IAH1_2023","GEMN-0096_PHN46_0007/LH244",225.1292948
"315","IAH1_2023","GEMN-0096_PHN46_0012/LH244",199.1103876
"316","IAH1_2023","GEMN-0096_PHN46_0013/LH244",219.9797885
"317","IAH1_2023","GEMN-0096_PHN46_0020/LH244",214.6671623
"318","IAH1_2023","GEMN-0096_PHP02_0003/LH244",215.8984253
"319","IAH1_2023","GEMN-0096_PHP02_0005/LH244",250.0189349
"320","IAH1_2023","GEMN-0096_PHP02_0006/LH244",213.7111673
"321","IAH1_2023","GEMN-0096_PHP02_0012/LH244",156.2785618
"322","IAH1_2023","GEMN-0096_PHP02_0016/LH244",253.1950643
"323","IAH1_2023","GEMN-0096_PHP02_0025/LH244",233.2387875
"324","IAH1_2023","GEMN-0097/LH244",211.0137718
"325","IAH1_2023","GEMN-0097_LH212HT_0019/LH244",229.1020341
"326","IAH1_2023","GEMN-0097_LH212HT_0020/LH244",250.7612065
"327","IAH1_2023","GEMN-0097_LH212HT_0026/LH244",207.6030358
"328","IAH1_2023","GEMN-0097_LH212HT_0054/LH244",212.6633812
"329","IAH1_2023","GEMN-0097_LH212HT_0058/LH244",240.3318979
"330","IAH1_2023","GEMN-0097_LH212HT_0062/LH244",193.6150735
"331","IAH1_2023","GEMN-0097_LH212HT_0085/LH244",208.3605096
"332","IAH1_2023","GEMN-0097_PHJ89_0005/LH244",198.4028861
"333","IAH1_2023","GEMN-0097_PHJ89_0007/LH244",197.623898
"334","IAH1_2023","GEMN-0097_PHJ89_0008/LH244",233.8895311
"335","IAH1_2023","GEMN-0097_PHJ89_0011/LH244",218.3287587
"336","IAH1_2023","GEMN-0097_PHJ89_0012/LH244",212.3831685
"337","IAH1_2023","GEMN-0097_PHJ89_0025/LH244",230.391791
"338","IAH1_2023","GEMN-0097_PHJ89_0026/LH244",230.339662
"339","IAH1_2023","GEMN-0097_PHJ89_0027/LH244",218.8337412
"340","IAH1_2023","GEMN-0097_PHJ89_0028/LH244",208.3783944
"341","IAH1_2023","GEMN-0097_PHJ89_0029/LH244",166.6739946
"342","IAH1_2023","GEMN-0097_PHJ89_0036/LH244",181.3829247
"343","IAH1_2023","GEMN-0097_PHK76_0007/LH244",165.4788168
"344","IAH1_2023","GEMN-0097_PHK76_0009/LH244",239.2240399
"345","IAH1_2023","GEMN-0097_PHK76_0018/LH244",215.3726123
"346","IAH1_2023","GEMN-0097_PHK76_0060/LH244",212.4966318
"347","IAH1_2023","GEMN-0097_PHN46_0001/LH244",211.141122
"348","IAH1_2023","GEMN-0097_PHN46_0003/LH244",250.026457
"349","IAH1_2023","GEMN-0097_PHN46_0005/LH244",251.925349
"350","IAH1_2023","GEMN-0097_PHN46_0008/LH244",199.2093822
"351","IAH1_2023","GEMN-0097_PHN46_0011/LH244",206.4064904
"352","IAH1_2023","GEMN-0097_PHN46_0014/LH244",183.7576575
"353","IAH1_2023","GEMN-0097_PHP02_0005/LH244",225.3556427
"354","IAH1_2023","GEMN-0097_PHP02_0006/LH244",200.3820492
"355","IAH1_2023","GEMN-0097_PHP02_0007/LH244",203.2283094
"356","IAH1_2023","GEMN-0157/LH244",231.5156926
"357","IAH1_2023","GEMN-0187/LH244",217.9825301
"358","IAH1_2023","GEMN-0192_LH212HT_0001/LH244",234.7882422
"359","IAH1_2023","GEMN-0192_LH212HT_0006/LH244",256.644989
"360","IAH1_2023","GEMN-0192_LH212HT_0012/LH244",223.0272
"361","IAH1_2023","GEMN-0192_PHJ89_0001/LH244",133.0639907
"362","IAH1_2023","GEMN-0192_PHK76_0006/LH244",182.301572
"363","IAH1_2023","GEMN-0192_PHK76_0009/LH244",174.4295788
"364","IAH1_2023","GEMN-0192_PHK76_0010/LH244",199.8023188
"365","IAH1_2023","GEMN-0192_PHK76_0012/LH244",182.7832517
"366","IAH1_2023","GEMN-0192_PHK76_0013/LH244",166.2768469
"367","IAH1_2023","GEMN-0192_PHK76_0014/LH244",183.8787481
"368","IAH1_2023","GEMN-0192_PHK76_0016/LH244",183.5987984
"369","IAH1_2023","GEMN-0192_PHK76_0021/LH244",178.2986915
"370","IAH1_2023","GEMN-0192_PHK76_0028/LH244",185.5479782
"371","IAH1_2023","GEMN-0192_PHK76_0045/LH244",151.1394182
"372","IAH1_2023","GEMN-0192_PHN46_0002/LH244",142.5820165
"373","IAH1_2023","GEMN-0192_PHN46_0008/LH244",168.7716183
"374","IAH1_2023","GEMN-0192_PHN46_0010/LH244",165.9066842
"375","IAH1_2023","GEMN-0192_PHN46_0011/LH244",162.9128219
"376","IAH1_2023","GEMN-0192_PHN46_0015/LH244",142.1058601
"377","IAH1_2023","GEMN-0225/LH244",254.4314298
"378","IAH1_2023","GEMN-0225_LH212HT_0008/LH244",221.3258824
"379","IAH1_2023","GEMN-0225_LH212HT_0015/LH244",244.2075859
"380","IAH1_2023","GEMN-0225_LH212HT_0024/LH244",222.2940285
"381","IAH1_2023","GEMN-0225_LH212HT_0029/LH244",242.5954819
"382","IAH1_2023","GEMN-0225_PHJ89_0001/LH244",242.3427276
"383","IAH1_2023","GEMN-0225_PHJ89_0005/LH244",199.4291578
"384","IAH1_2023","GEMN-0225_PHJ89_0008/LH244",201.3906465
"385","IAH1_2023","GEMN-0225_PHJ89_0015/LH244",211.8070151
"386","IAH1_2023","GEMN-0225_PHJ89_0017/LH244",188.7109045
"387","IAH1_2023","GEMN-0225_PHJ89_0020/LH244",203.7768467
"388","IAH1_2023","GEMN-0225_PHJ89_0022/LH244",206.6923841
"389","IAH1_2023","GEMN-0225_PHJ89_0032/LH244",208.9627012
"390","IAH1_2023","GEMN-0225_PHK76_0002/LH244",190.9035805
"391","IAH1_2023","GEMN-0225_PHK76_0004/LH244",233.3244242
"392","IAH1_2023","GEMN-0225_PHK76_0007/LH244",215.1165441
"393","IAH1_2023","GEMN-0225_PHK76_0014/LH244",220.140173
"394","IAH1_2023","GEMN-0225_PHK76_0018/LH244",212.8304462
"395","IAH1_2023","GEMN-0225_PHK76_0019/LH244",205.4768491
"396","IAH1_2023","GEMN-0225_PHK76_0028/LH244",204.7992784
"397","IAH1_2023","GEMN-0225_PHK76_0031/LH244",182.7128171
"398","IAH1_2023","GEMN-0225_PHN46_0001/LH244",240.1513666
"399","IAH1_2023","GEMN-0225_PHN46_0003/LH244",260.5461365
"400","IAH1_2023","GEMN-0225_PHN46_0005/LH244",236.2811492
"401","IAH1_2023","GEMN-0225_PHP02_0003/LH244",223.5302888
"402","IAH1_2023","GEMN-0225_PHP02_0005/LH244",241.1044129
"403","IAH1_2023","GEMN-0225_PHP02_0010/LH244",200.2232954
"404","IAH1_2023","GEMN-0225_PHP02_0013/LH244",203.6093608
